symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,expiry_date
NIFTY2560524750PE,,2025-06-02,NSE,FO,,sell,false,150.000000,326.800000,238243,1500000005277076,2025-06-02T09:21:55,2025-06-05
NIFTY2560524750PE,,2025-06-02,NSE,FO,,sell,false,75.000000,326.900000,238241,1500000005277076,2025-06-02T09:21:55,2025-06-05
NIFTY2560524750PE,,2025-06-02,NSE,FO,,sell,false,75.000000,326.850000,238242,1500000005277076,2025-06-02T09:21:55,2025-06-05
NIFTY2560524750PE,,2025-06-02,NSE,FO,,buy,false,75.000000,341.000000,279744,1500000005629196,2025-06-02T09:23:50,2025-06-05
NIFTY2560524750PE,,2025-06-02,NSE,FO,,buy,false,75.000000,341.050000,279745,1500000005629196,2025-06-02T09:23:50,2025-06-05
NIFTY2560524750PE,,2025-06-02,NSE,FO,,buy,false,75.000000,341.050000,279746,1500000005629196,2025-06-02T09:23:50,2025-06-05
